amenity,amenity_category,name,geometry,icon,color
restaurant,Food Services,Jardin Corona Mexican Food,POINT (-97.7793674 30.4463358),cutlery,green
bar,Food Services,Augustine,POINT (-97.7386791 30.25965255),beer,green
place_of_worship,Community Services,Austin Zen Center,POINT (-97.74347952450168 30.298826739079715),institution,orange
bar,Food Services,Cosmic Saltillo,POINT (-97.7299881 30.2622871),beer,green
bar,Food Services,Coco's Lounge,POINT (-97.67849773428748 30.50822565755077),beer,green
place_of_worship,Community Services,The Church at Highland Park,POINT (-97.76009092217026 30.33514844839934),institution,orange
restaurant,Food Services,Congress Avenue Grocery,POINT (-97.7437082 30.2650401),cutlery,green
restaurant,Food Services,The Salt Lick BBQ,POINT (-97.6678492 30.2018398),cutlery,green
pub,Food Services,The Cavalier,POINT (-97.7147683 30.2628918),beer,green
restaurant,Food Services,Gyu-Kaku,POINT (-97.7308402 30.2633101),cutlery,green
restaurant,Food Services,Veracruz All Natural,POINT (-97.71370787540111 30.26306905378963),cutlery,green
restaurant,Food Services,Yanagi Japanese Restaurant and Sushi Bar,POINT (-97.8395869 30.2238283),cutlery,green
cafe,Food Services,Desnudo Coffee,POINT (-97.7138253 30.2630655),coffee,green
place_of_worship,Community Services,Church of Christ,POINT (-97.75237221868926 30.24987081776411),institution,orange
marketplace,Commercial,Texas Farmers' Market at Mueller,POINT (-97.703398 30.3003457),shopping-cart,green
place_of_worship,Community Services,South Austin Seventh Day Adventist Church,POINT (-97.7784798 30.1976877),institution,orange
place_of_worship,Community Services,Kinney Avenue Christian Fellowship,POINT (-97.76778030689636 30.25157202914338),institution,orange
bar,Food Services,Cain & Abel's,POINT (-97.74736494885043 30.287891451952387),beer,green
place_of_worship,Community Services,Wheless Lane Church of Christ,POINT (-97.67996463974193 30.309414900164818),institution,orange
bar,Food Services,Idle Hands,POINT (-97.73819725059842 30.25950128887709),beer,green
restaurant,Food Services,Truluck's Seafood Steak & Crab,POINT (-97.7453694139631 30.39539812222734),cutlery,green
events_venue,Recreation,Natures Treasures Community Event Center and Auditorium,POINT (-97.7170952 30.2978645),institution,orange
restaurant,Food Services,Chuy's,POINT (-97.7036543 30.2999584),cutlery,green
cafe,Food Services,Starbucks,POINT (-97.8000795 30.2759203),coffee,green
restaurant,Food Services,Mai Thai,POINT (-97.741411 30.264266),cutlery,green
theatre,Recreation,East Austin Comedy,POINT (-97.7142254 30.2585738),film,red
bar,Food Services,Wanderlust Wine Co.,POINT (-97.73506375000001 30.26635055),beer,green
place_of_worship,Community Services,Park Hills Baptist Church,POINT (-97.78216857545654 30.267698739646477),institution,orange
restaurant,Food Services,Ramos Restaurant & Sports Bar,POINT (-97.5570466 30.340849),cutlery,green
restaurant,Food Services,Kerbey Lane Cafe,POINT (-97.787084 30.4473524),cutlery,green
cafe,Food Services,Houndstooth,POINT (-97.7431138 30.2662841),coffee,green
restaurant,Food Services,Kesos Taco House,POINT (-97.7444056 30.2826432),cutlery,green
place_of_worship,Community Services,Hyde Park Presbyterian Church,POINT (-97.73452336471323 30.303981370288877),institution,orange
bar,Food Services,Vino Volo,POINT (-97.6632304 30.2022864),beer,green
bar,Food Services,Floppy Disk Repair Co.,POINT (-97.7420902 30.2667005),beer,green
place_of_worship,Community Services,Trinity Abundant Life Church,POINT (-97.75972861093499 30.237441072297905),institution,orange
restaurant,Food Services,K Pot Korean BBQ and Hot Pot,POINT (-97.81953092616246 30.23160631797643),cutlery,green
place_of_worship,Community Services,Emmanuel Baptist Church,POINT (-97.71592810672134 30.26796825320241),institution,orange
bar,Food Services,Long Branch Saloon,POINT (-97.67904662084597 30.50829499077584),beer,green
events_venue,Recreation,Branch Park Pavillion,POINT (-97.70322482295418 30.30062601387595),institution,orange
place_of_worship,Community Services,Wesley Foundation of Austin-Campus Ministry,POINT (-97.7441609 30.2852696),institution,orange
restaurant,Food Services,Chicha's Fire & Grill,POINT (-97.7643416 30.4306811),cutlery,green
place_of_worship,Community Services,Rolling Hills Community Church,POINT (-97.9786251 30.4563089),institution,orange
restaurant,Food Services,Mouton's Bistro & Bar,POINT (-97.8319791 30.4799843),cutlery,green
place_of_worship,Community Services,Jesus Lutheran Church of the Deaf,POINT (-97.75127471606223 30.251246324184358),institution,orange
cafe,Food Services,TSAOCAA,POINT (-97.7449201 30.286841),coffee,green
restaurant,Food Services,Market Street Pizza,POINT (-97.6759799 30.4113723),cutlery,green
restaurant,Food Services,Dish Society,POINT (-97.7051787 30.2984383),cutlery,green
place_of_worship,Community Services,"Saint Mary, Our Lady of the Lake Catholic Church",POINT (-97.98026694937948 30.45254850057888),institution,orange
restaurant,Food Services,Zaviya Grill,POINT (-97.680219 30.4089699),cutlery,green
restaurant,Food Services,ATX Cocina,POINT (-97.7492614 30.2649037),cutlery,green
restaurant,Food Services,Dimassi's Mediterranean Buffet,POINT (-97.7655434105653 30.198076006065754),cutlery,green
cafe,Food Services,Arab Cowboy,POINT (-97.7469813238917 30.28792443273481),coffee,green
place_of_worship,Community Services,Primera Iglesia Bautista de Austin,POINT (-97.7414887496828 30.21697523340924),institution,orange
restaurant,Food Services,Roaring Fork,POINT (-97.73781463235258 30.400883459754954),cutlery,green
restaurant,Food Services,Justine's,POINT (-97.70053856949103 30.25324676107884),cutlery,green
theatre,Recreation,Phantom Acting Studio,POINT (-97.7953322 30.4467562),film,red
place_of_worship,Community Services,"Great Hillls Baptist Church, A Building",POINT (-97.75222688753743 30.398278523361718),institution,orange
restaurant,Food Services,Twin Peaks,POINT (-97.67302904681094 30.481642632324156),cutlery,green
restaurant,Food Services,Snooze,POINT (-97.7311464 30.2633947),cutlery,green
bar,Food Services,Yellow Jacket Social Club,POINT (-97.7247308 30.2617215),beer,green
pub,Food Services,B.D. Riley's Irish Pub,POINT (-97.7051061 30.2981155),beer,green
restaurant,Food Services,China Wok,POINT (-97.6688239 30.5186944),cutlery,green
pub,Food Services,Nomadic Beerworks,POINT (-97.7602984 30.2244145),beer,green
cafe,Food Services,Revolución Coffee + Juice,POINT (-97.7413623 30.2643747),coffee,green
place_of_worship,Community Services,Northwest Hills United Methodist Church,POINT (-97.75644203295514 30.353818406374607),institution,orange
bar,Food Services,HandleBar,POINT (-97.7420908 30.2665872),beer,green
cafe,Food Services,Starbucks,POINT (-97.8341789 30.4817012),coffee,green
cafe,Food Services,Austea,POINT (-97.7567513 30.2213187),coffee,green
place_of_worship,Community Services,Friendly Will Baptist Church,POINT (-97.7547274 30.2452093),institution,orange
restaurant,Food Services,Pei Wei,POINT (-97.7952335 30.2359156),cutlery,green
restaurant,Food Services,Cabo Bob's Burritos,POINT (-97.7889237 30.4473688),cutlery,green
restaurant,Food Services,Marufuku Ramen,POINT (-97.7045775 30.2991768),cutlery,green
restaurant,Food Services,Caribbean Food Trailer,POINT (-97.7130932 30.2771154),cutlery,green
bar,Food Services,Icenhauer's,POINT (-97.73829712410202 30.259382249245157),beer,green
place_of_worship,Community Services,Goodwill Baptist Church,POINT (-97.7532294 30.2474243),institution,orange
place_of_worship,Community Services,Christ Lutheran Church,POINT (-97.74763470202137 30.247537519942885),institution,orange
cafe,Food Services,Bennu Coffee,POINT (-97.7148098 30.3251243),coffee,green
restaurant,Food Services,Reale's Italian Cafe,POINT (-97.7911584 30.446319700000004),cutlery,green
restaurant,Food Services,Rio Grande Mexican,POINT (-97.7410729 30.2647151),cutlery,green
place_of_worship,Community Services,Fairview Family Center,POINT (-97.7753213 30.2099204),institution,orange
restaurant,Food Services,Zalat Pizza,POINT (-97.7315708 30.3918116),cutlery,green
bar,Food Services,Indian Roller,POINT (-97.8253349 30.1720418),beer,green
restaurant,Food Services,Aviator Pizza & Drafthouse,POINT (-97.7161407 30.4251442),cutlery,green
place_of_worship,Community Services,Southwest Church of Christ,POINT (-97.81883276797377 30.183847335518777),institution,orange
cafe,Food Services,The Yard Milkshake Bar,POINT (-97.7268482 30.4007259),coffee,green
bar,Food Services,The Elephant Room,POINT (-97.7434984 30.2656227),beer,green
restaurant,Food Services,Swift's Attic,POINT (-97.7434871 30.2656592),cutlery,green
restaurant,Food Services,Sushi Junai Omakase,POINT (-97.743492 30.265641),cutlery,green
restaurant,Food Services,China Cafe,POINT (-97.7980547 30.4760761),cutlery,green
restaurant,Food Services,Capt. Benny's,POINT (-97.70802692302594 30.31774316591955),cutlery,green
place_of_worship,Community Services,First Baptist Church Round Rock,POINT (-97.68194100727403 30.509357282821405),institution,orange
restaurant,Food Services,Fresh TOFU:  Food to Go,POINT (-97.6867055 30.3772352),cutlery,green
restaurant,Food Services,Silver Grill Cafe,POINT (-97.7162292 30.4250741),cutlery,green
place_of_worship,Community Services,Koenig Lane Christian Church,POINT (-97.72671613629478 30.32906766196075),institution,orange
place_of_worship,Community Services,Church of Christ at East Side,POINT (-97.66702418936148 30.285108716360014),institution,orange
restaurant,Food Services,La Mexica,POINT (-97.5573996 30.3414946),cutlery,green
cafe,Food Services,Cafe Americana,POINT (-97.7603128 30.3118866),coffee,green
restaurant,Food Services,Sixty Vines,POINT (-97.7270333 30.4003772),cutlery,green
restaurant,Food Services,Jim's,POINT (-97.77143627237906 30.434346516702938),cutlery,green
restaurant,Food Services,Josephine House,POINT (-97.7590331 30.2805739),cutlery,green
restaurant,Food Services,Dimassi's Mediterranean Buffet,POINT (-97.7638265 30.4307304),cutlery,green
restaurant,Food Services,Sea Dragon,POINT (-97.7198348 30.3659072),cutlery,green
restaurant,Food Services,Umi Sushi Bar & Grill,POINT (-97.7636875 30.2003347),cutlery,green
restaurant,Food Services,The Diner at Victory Lap,POINT (-97.7428891635178 30.288214032073952),cutlery,green
restaurant,Food Services,Tacodeli,POINT (-97.7435454 30.2653307),cutlery,green
restaurant,Food Services,Biryani Pot,POINT (-97.7040803 30.4172307),cutlery,green
restaurant,Food Services,Vince Young Steakhouse,POINT (-97.7411682 30.2648186),cutlery,green
restaurant,Food Services,Donn's Texas BBQ,POINT (-97.8771322 30.232620200000003),cutlery,green
restaurant,Food Services,Blue Lacy,POINT (-97.7049618 30.2979218),cutlery,green
place_of_worship,Community Services,Dell Jewish Community Campus,POINT (-97.75724504470958 30.35798859316448),institution,orange
restaurant,Food Services,Thai Kun,POINT (-97.7224137 30.4015114),cutlery,green
restaurant,Food Services,Parkside,POINT (-97.66296709944984 30.20233234429933),cutlery,green
restaurant,Food Services,Baguette House & Cafe,POINT (-97.6867436 30.3771695),cutlery,green
restaurant,Food Services,Ka-Prow Thai and Sushi Bistro,POINT (-97.6699133 30.4246976),cutlery,green
restaurant,Food Services,Zalat Pizza,POINT (-97.7448994 30.2870884),cutlery,green
restaurant,Food Services,Mangieri's Pizza Cafe,POINT (-97.8789622 30.2012745),cutlery,green
place_of_worship,Community Services,Hope Chapel,POINT (-97.73003324134913 30.339782121106538),institution,orange
restaurant,Food Services,Sushi Nini,POINT (-97.6712964 30.4790804),cutlery,green
place_of_worship,Community Services,Saint Annie African Methodist Episcopal Church,POINT (-97.7529925 30.246835),institution,orange
restaurant,Food Services,Red Robin,POINT (-97.67538690150634 30.410750777150785),cutlery,green
cafe,Food Services,EBar,POINT (-97.7203236 30.4025845),coffee,green
place_of_worship,Community Services,First Baptist Church Round Rock,POINT (-97.68097376431903 30.509535344742638),institution,orange
restaurant,Food Services,Los Chilakillers,POINT (-97.6757283 30.4114358),cutlery,green
restaurant,Food Services,Austin's Pizza,POINT (-97.832957 30.2147366),cutlery,green
restaurant,Food Services,Plank Seafood Provisions,POINT (-97.726838 30.4010047),cutlery,green
restaurant,Food Services,Henry's Barbecue,POINT (-97.66075012097829 30.214630779452126),cutlery,green
restaurant,Food Services,Bombay Bistro,POINT (-97.795414 30.235927),cutlery,green
restaurant,Food Services,Pizza Hut,POINT (-97.7641522 30.4304857),cutlery,green
bar,Food Services,Pardners,POINT (-97.6685359 30.5186579),beer,green
place_of_worship,Community Services,New Apostolic Church,POINT (-97.8032255 30.2060233),institution,orange
place_of_worship,Community Services,Our Lady Queen of Peace Chapel,POINT (-97.75588061858393 30.23131974017782),institution,orange
restaurant,Food Services,Ng Cafe,POINT (-97.6756443 30.4114118),cutlery,green
place_of_worship,Community Services,Covenant Presbyterian Church,POINT (-97.7530976186728 30.334464539402127),institution,orange
restaurant,Food Services,Sushi Bang Bang,POINT (-97.7981296 30.4762517),cutlery,green
theatre,Recreation,Southpark Meadows Amphitheatre,POINT (-97.79199268907063 30.160904367057295),film,red
restaurant,Food Services,Nando's,POINT (-97.7048383 30.298121),cutlery,green
place_of_worship,Community Services,Gildon Creek Missionary Baptist Church,POINT (-97.55698154888245 30.3380787173647),institution,orange
place_of_worship,Community Services,Travis Christian Assembly,POINT (-97.66222286677149 30.329524548667145),institution,orange
bar,Food Services,St Roch's,POINT (-97.71467536951897 30.258484472577887),beer,green
restaurant,Food Services,Craig O's Pizza & Pastaria,POINT (-97.8207967 30.2357649),cutlery,green
theatre,Recreation,Austin Film Society,POINT (-97.6961519 30.3010359),film,red
restaurant,Food Services,Satellite,POINT (-97.8787895 30.2018235),cutlery,green
cafe,Food Services,Mirandas Cafe,POINT (-97.7428231 30.2653919),coffee,green
cafe,Food Services,Conscious Cravings,POINT (-97.7449006 30.2829388),coffee,green
restaurant,Food Services,Pappasitos,POINT (-97.704881 30.3269188),cutlery,green
restaurant,Food Services,Wan Fu,POINT (-97.6975317 30.4376921),cutlery,green
restaurant,Food Services,PhoNatic Vietnamese Restaurant,POINT (-97.6900433 30.5616553),cutlery,green
place_of_worship,Community Services,Promise Land Church,POINT (-97.7014966962289 30.305928498655113),institution,orange
place_of_worship,Community Services,Genesis Presbyterian Church,POINT (-97.71085890897318 30.295866469482554),institution,orange
restaurant,Food Services,Round Rock Donuts,POINT (-97.6796867 30.509295),cutlery,green
restaurant,Food Services,Pho Phong Luu,POINT (-97.6570164 30.3789069),cutlery,green
restaurant,Food Services,Outback Steakhouse,POINT (-97.6776050175129 30.494331109337537),cutlery,green
restaurant,Food Services,Jeffrey's,POINT (-97.7591677 30.2804408),cutlery,green
cafe,Food Services,Big City Bagels & Subs,POINT (-97.8064641 30.4463352),coffee,green
restaurant,Food Services,Copper Restaurant & Dessert Lounge,POINT (-97.7272328 30.400424),cutlery,green
cafe,Food Services,Spokesman - Highland,POINT (-97.7170784 30.3259723),coffee,green
cafe,Food Services,Starbucks,POINT (-97.7525341 30.394918),coffee,green
restaurant,Food Services,Maggiano's Little Italy,POINT (-97.7269507 30.3950453),cutlery,green
restaurant,Food Services,la Madeleine Country French Cafe,POINT (-97.8035833 30.4760658),cutlery,green
restaurant,Food Services,Warpath Pizza,POINT (-97.66837 30.5186412),cutlery,green
place_of_worship,Community Services,Austin Taiwanese Presbyterian Church,POINT (-97.74328597192336 30.418559080089416),institution,orange
restaurant,Food Services,Tsukimi All-You-Can-Eat Sushi,POINT (-97.6760209 30.4041738),cutlery,green
restaurant,Food Services,Texas Roadhouse,POINT (-97.78865505591419 30.446988542964114),cutlery,green
restaurant,Food Services,Chili's,POINT (-97.67177501303787 30.4172598565036),cutlery,green
restaurant,Food Services,Chili's,POINT (-97.70485945 30.32785965),cutlery,green
restaurant,Food Services,Denny's,POINT (-97.72960651467274 30.27668999352696),cutlery,green
restaurant,Food Services,Colleen's Kitchen,POINT (-97.7047126 30.2983278),cutlery,green
restaurant,Food Services,cedro Scratch Italian & Wine Bar,POINT (-97.8037714 30.4759506),cutlery,green
restaurant,Food Services,Saffron,POINT (-97.7556362 30.3549924),cutlery,green
restaurant,Food Services,Pho Thai Son,POINT (-97.8331608 30.2148353),cutlery,green
place_of_worship,Community Services,The Church of Jesus Christ of Latter-day Saints,POINT (-97.69282247698933 30.34252460725584),institution,orange
restaurant,Food Services,Blaze Pizza,POINT (-97.7989067 30.4757045),cutlery,green
place_of_worship,Community Services,Decker United Methodist Church,POINT (-97.6167567 30.3097753),institution,orange
restaurant,Food Services,Cypress Grill,POINT (-97.8389667 30.2237723),cutlery,green
restaurant,Food Services,Xian Noodles,POINT (-97.7273341 30.4004602),cutlery,green
cafe,Food Services,Starbucks,POINT (-97.680659 30.5611043),coffee,green
cinema,Recreation,Blue Starlight Mini Urban Drive-in,POINT (-97.6961904046358 30.28634561384588),film,red
restaurant,Food Services,Bao'd Up,POINT (-97.70465 30.2984405),cutlery,green
restaurant,Food Services,LongHorn Steakhouse,POINT (-97.816549392917 30.232214367824092),cutlery,green
restaurant,Food Services,Chili's,POINT (-97.67338294451912 30.482170283065056),cutlery,green
restaurant,Food Services,Chen's Noodle House,POINT (-97.770942 30.4321807),cutlery,green
restaurant,Food Services,Second,POINT (-97.7211691 30.4024187),cutlery,green
place_of_worship,Community Services,"Great Hillls Baptist Church, C Building",POINT (-97.75174930484071 30.39924152172207),institution,orange
place_of_worship,Community Services,Beautiful Savior Lutheran Church,POINT (-97.75128823209987 30.176882997840394),institution,orange
restaurant,Food Services,Salata,POINT (-97.6902487 30.5612011),cutlery,green
place_of_worship,Community Services,Trinity Baptist Church,POINT (-97.67142334602664 30.333177177996514),institution,orange
place_of_worship,Community Services,BAPS Shri Swaminarayan Mandir,POINT (-97.69318916598023 30.408759973190833),institution,orange
cafe,Food Services,Summer Moon Woodfired Coffee,POINT (-97.6898382 30.5600868),coffee,green
place_of_worship,Community Services,Community of Christ Church,POINT (-97.7756575 30.2498927),institution,orange
music_venue,Recreation,The Far Out Lounge and Stage,POINT (-97.78573899727706 30.17273446770645),music,red
restaurant,Food Services,Pluckers Wing Bar,POINT (-97.6792156 30.4990916),cutlery,green
cafe,Food Services,Johnny Beans,POINT (-97.6980347 30.4378447),coffee,green
restaurant,Food Services,The Brewtorium,POINT (-97.7170764 30.3257938),cutlery,green
place_of_worship,Community Services,Templo Monte Horeb Asamblea de Dios,POINT (-97.7828921 30.1990844),institution,orange
restaurant,Food Services,Tacos Luna,POINT (-97.6946465 30.382784000000004),cutlery,green
restaurant,Food Services,French Quarter Grille,POINT (-97.6759045 30.4121114),cutlery,green
restaurant,Food Services,Wholy Bagel,POINT (-97.8388048 30.2237398),cutlery,green
restaurant,Food Services,Ramen Del Barrio,POINT (-97.6867058 30.4127279),cutlery,green
cafe,Food Services,Sweet Paris,POINT (-97.7264596 30.4019256),coffee,green
restaurant,Food Services,MAD Greens - Round Rock,POINT (-97.6812183 30.5609355),cutlery,green
restaurant,Food Services,Tacodeli,POINT (-97.6687169 30.2021212),cutlery,green
restaurant,Food Services,Saltgrass Steak House,POINT (-97.74707606685891 30.397648880510125),cutlery,green
place_of_worship,Community Services,Springdale Church of God in Christ,POINT (-97.69996180806118 30.258233220095246),institution,orange
place_of_worship,Community Services,Gateway Baptist Church,POINT (-97.71202807291607 30.342621537859035),institution,orange
cafe,Food Services,Starbucks,POINT (-97.7263957 30.4019908),coffee,green
restaurant,Food Services,Serranos Cocina y Cantina,POINT (-97.8218798 30.236068),cutlery,green
bar,Food Services,Fast Eddie's:  The Original Sports Tavern and Social Club,POINT (-97.7966135 30.4707689),beer,green
restaurant,Food Services,Amenecer Coffee and Bakery,POINT (-97.6710529 30.4214979),cutlery,green
place_of_worship,Community Services,Saint Pauls African Methodist Episcopal Church,POINT (-97.67790607996093 30.5116477621206),institution,orange
events_venue,Recreation,Austin Moose Lodge,POINT (-97.6967269 30.2865051),institution,orange
restaurant,Food Services,FD's Grillhouse,POINT (-97.66685558934279 30.443823644585862),cutlery,green
restaurant,Food Services,Los Potrillos,POINT (-97.6900028 30.3568054),cutlery,green
place_of_worship,Community Services,San Francisco de Asis Episcopal Church,POINT (-97.8022074 30.1993501),institution,orange
place_of_worship,Community Services,"Great Hillls Baptist Church, B Building",POINT (-97.7523996882683 30.398934653998143),institution,orange
restaurant,Food Services,Buffalo Wild Wings,POINT (-97.67510219889382 30.41121455842566),cutlery,green
place_of_worship,Community Services,First English Lutheran Church,POINT (-97.73884113542135 30.29540698143167),institution,orange
restaurant,Food Services,BJ's,POINT (-97.81690247362737 30.231660133330543),cutlery,green
place_of_worship,Community Services,El Buen Samaritano Episcopal Mission,POINT (-97.80219 30.1992998),institution,orange
library,Community Services,Library Box,POINT (-97.7746477 30.2718597),book,orange
pub,Food Services,Anderson Mill Pub,POINT (-97.8068108 30.4463432),beer,green
restaurant,Food Services,Japon Sushi,POINT (-97.70486480718479 30.32881707792016),cutlery,green
restaurant,Food Services,La Tapatia,POINT (-97.79030625 30.4464107),cutlery,green
restaurant,Food Services,L'Oca d'Oro,POINT (-97.7046306 30.2972053),cutlery,green
pub,Food Services,Pinthouse Pizza,POINT (-97.79586656861814 30.236077246791236),beer,green
place_of_worship,Community Services,I Am Sanctuary and Reading Room,POINT (-97.7431171 30.3304457),institution,orange
cafe,Food Services,Kolache Factory,POINT (-97.7167166 30.4252916),coffee,green
cafe,Food Services,Caribou Coffee,POINT (-97.6688216 30.2021187),coffee,green
restaurant,Food Services,Tandoori Lounge,POINT (-97.8333973 30.2149498),cutlery,green
cinema,Recreation,Alamo Drafthouse Cinema,POINT (-97.70436151095227 30.298640057302897),film,red
bar,Food Services,Unbarlievable,POINT (-97.73897398142958 30.25889046842568),beer,green
restaurant,Food Services,North,POINT (-97.7260086 30.4023299),cutlery,green
bar,Food Services,Anderson Mill Tavern,POINT (-97.8068296 30.4462553),beer,green
cinema,Recreation,Alamo Drafthouse Cinema,POINT (-97.80415830594531 30.475495408020816),film,red
restaurant,Food Services,Trudy's South Star,POINT (-97.76707511654294 30.197242515383873),cutlery,green
bar,Food Services,CRÚ Food & Wine Bar,POINT (-97.726483 30.4020606),beer,green
restaurant,Food Services,Tacos Frescos,POINT (-97.6785633 30.5614799),cutlery,green
restaurant,Food Services,El Jarocho Cuban and Mexican grill,POINT (-97.6712044 30.4215282),cutlery,green
restaurant,Food Services,Johnny Carino's,POINT (-97.67184261221394 30.41679577919511),cutlery,green
place_of_worship,Community Services,Highland Crest Baptist Church,POINT (-97.7210163520131 30.367003088948643),institution,orange
cafe,Food Services,Heaven's Bistro Bakery,POINT (-97.6991271 30.4168674),coffee,green
bar,Food Services,Glass Half Full Taproom,POINT (-97.8043914 30.4755571),beer,green
place_of_worship,Community Services,Joshua Presbyterian Church,POINT (-97.73430631273318 30.344560377191524),institution,orange
restaurant,Food Services,PHO 63,POINT (-97.6908437 30.3808017),cutlery,green
place_of_worship,Community Services,Kingdom Hall,POINT (-97.77608571800066 30.22205065991431),institution,orange
pub,Food Services,3rd Level Brewery,POINT (-97.6676398507752 30.51767777707867),beer,green
place_of_worship,Community Services,Greater Union Baptist Church,POINT (-97.68257404278943 30.298637106601177),institution,orange
restaurant,Food Services,Haymaker,POINT (-97.6689591 30.2023117),cutlery,green
restaurant,Food Services,Pei Wei,POINT (-97.6901333 30.5600558),cutlery,green
restaurant,Food Services,Fat Dragon,POINT (-97.7715743 30.4328143),cutlery,green
place_of_worship,Community Services,Grace Temple Pentecostal Church of God,POINT (-97.6755632 30.5493645),institution,orange
restaurant,Food Services,Chuy's,POINT (-97.8415326057924 30.217743260837764),cutlery,green
bar,Food Services,Lucille,POINT (-97.73852719681327 30.25874007561949),beer,green
cinema,Recreation,Gateway Cinema,POINT (-97.73979444803507 30.38764683132132),film,red
restaurant,Food Services,New Awlins Cafe,POINT (-97.7715376 30.4327373),cutlery,green
place_of_worship,Community Services,Hope Presbyterian Church,POINT (-97.8060409 30.4452533),institution,orange
restaurant,Food Services,Desilicious Cafe - Indian Pure Vegetarian/ Vegan Restaurant,POINT (-97.716861 30.425355),cutlery,green
restaurant,Food Services,Pappadeaux,POINT (-97.70478574539354 30.325386950632982),cutlery,green
restaurant,Food Services,Taco Flats,POINT (-97.75949080186788 30.280077390534625),cutlery,green
restaurant,Food Services,District Kitchen + Cocktails,POINT (-97.8796223 30.201444),cutlery,green
pub,Food Services,WhichCraft Tap Room & Bottle Shop,POINT (-97.7044545 30.2971099),beer,green
restaurant,Food Services,UZeat Restaurant,POINT (-97.7713063 30.4320768),cutlery,green
restaurant,Food Services,Polvos Interior Mexican Cuisine,POINT (-97.80736694224879 30.25396139314537),cutlery,green
place_of_worship,Community Services,Austin Ridge Bible Church Southwest,POINT (-97.87778065049096 30.239880562929283),institution,orange
cafe,Food Services,Starbucks,POINT (-97.7563416 30.3546718),coffee,green
cafe,Food Services,Starbucks,POINT (-97.7212458 30.4027582),coffee,green
place_of_worship,Community Services,Church of the New Testament,POINT (-97.70535123845525 30.27953102414604),institution,orange
restaurant,Food Services,Charm Korean BBQ,POINT (-97.6704441 30.4251444),cutlery,green
restaurant,Food Services,True Food Kitchen,POINT (-97.7266136 30.4021757),cutlery,green
restaurant,Food Services,Asia Cafe Sichuan,POINT (-97.7714511 30.4324425),cutlery,green
cafe,Food Services,Starbucks,POINT (-97.878822 30.2026426),coffee,green
pub,Food Services,Riata Bar and Grill,POINT (-97.7499012 30.428533),beer,green
restaurant,Food Services,Minh's Cafe,POINT (-97.7504492 30.4287632),cutlery,green
restaurant,Food Services,Topgolf,POINT (-97.71746349231354 30.39827896741535),cutlery,green
restaurant,Food Services,Pizza Hut,POINT (-97.6982199 30.4381511),cutlery,green
cafe,Food Services,Old Rail Coffee Pub,POINT (-97.6978391 30.2611369),coffee,green
place_of_worship,Community Services,Templo Bethel Pentecostes,POINT (-97.71707722036078 30.257603679331936),institution,orange
place_of_worship,Community Services,Milwood Baptist Church,POINT (-97.7194745314148 30.42146189515508),institution,orange
restaurant,Food Services,Tomodachi Sushi,POINT (-97.7169729 30.425422),cutlery,green
restaurant,Food Services,Love 312 Pizzeria & Wings,POINT (-97.8333508 30.2153228),cutlery,green
restaurant,Food Services,Tarka Indian Kitchen,POINT (-97.8175705 30.2309283),cutlery,green
restaurant,Food Services,Bao'd Up,POINT (-97.8176485 30.2308979),cutlery,green
restaurant,Food Services,Grand Lux Café,POINT (-97.726251 30.4024976),cutlery,green
restaurant,Food Services,Sushi Koen,POINT (-97.6870291 30.558387),cutlery,green
theatre,Recreation,Capitol City Comedy Club,POINT (-97.7257507 30.402719),film,red
restaurant,Food Services,"Snow Pea - Sushi, Chinese & Asian Bistro",POINT (-97.8023233 30.4760328),cutlery,green
restaurant,Food Services,Lone Star Kolaches,POINT (-97.8333961 30.2153695),cutlery,green
restaurant,Food Services,Paul Martin's Austin Grill,POINT (-97.7216185 30.4028142),cutlery,green
place_of_worship,Community Services,Potter's House Christian Church of Austin,POINT (-97.78579229515886 30.452086316187575),institution,orange
restaurant,Food Services,Thai Cuisine,POINT (-97.7170637 30.4254666),cutlery,green
restaurant,Food Services,La Familia Mexican Restaurant,POINT (-97.8337514 30.2151205),cutlery,green
library,Community Services,Austin Public Library - Southeast Branch,POINT (-97.74194426713632 30.187623079653154),book,orange
restaurant,Food Services,Star Seeds Cafe,POINT (-97.7230412 30.2886161),cutlery,green
restaurant,Food Services,Daily Grill,POINT (-97.7258494 30.4027966),cutlery,green
bar,Food Services,Cantina 512,POINT (-97.7390007 30.2585321),beer,green
restaurant,Food Services,Chinatown,POINT (-97.7473599 30.3565687),cutlery,green
restaurant,Food Services,China Star Buffet,POINT (-97.70376245251623 30.323141026077874),cutlery,green
restaurant,Food Services,The Cheesecake Factory,POINT (-97.7475971 30.3909012),cutlery,green
place_of_worship,Community Services,Tarrytown United Methodist Church,POINT (-97.76508985410348 30.300617153049018),institution,orange
restaurant,Food Services,The Park at the Domain,POINT (-97.7237293 30.4030394),cutlery,green
restaurant,Food Services,Bep Saigon,POINT (-97.6718349 30.4161487),cutlery,green
place_of_worship,Community Services,Mosaic Church South Austin,POINT (-97.81730719445393 30.17055882888047),institution,orange
cafe,Food Services,The Coffee Bean & Tea Leaf,POINT (-97.79013406134524 30.445840585360244),coffee,green
place_of_worship,Community Services,Austin Chinese Church,POINT (-97.6677245852638 30.370524788441635),institution,orange
cinema,Recreation,Regal Metropolitan Stadium 14,POINT (-97.76976938593278 30.198208974464016),film,red
